# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fri Nov 10 22:32:34 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmag:      G-band (Gaia) [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teffblend:   Effective Temperature Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN rowupdate:      Date of Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_locale:      Discovery Locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlx:       X-ray Activity log(L<sub>x</sub>),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxerr:    X-ray Activity log(L<sub>x</sub>) Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxlim:    X-ray Activity log(L<sub>x</sub>) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxblend:  X-ray Activity log(L<sub>x</sub>) Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,rowupdate,pl_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_locale,pl_mnum,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend
2726,Kepler-588,b,1,4.22162536,0.00000475,-0.00000475,0,,,,,972,179.87,-87.14,0,,,,5835,73.84,-83.13,0,0,1.01,0.05,-0.07,0,0,5/10/2016,Kepler-588 b,,,,,2.63,0.5,-0.22,0,Space,0,,,,
2727,Kepler-589,b,1,16.54964934,0.00004571,-0.00004571,0,,,,,643,46,-32.49,0,,,,5296,61.13,-62.17,0,0,0.88,0.03,-0.04,0,0,5/10/2016,Kepler-589 b,,,,,2.27,0.18,-0.12,0,Space,0,,,,
2728,Kepler-59,b,2,11.8681707,0.00036,-0.00036,0,,,,,,,,,,,,6074,,,0,0,1.04,,,0,0,5/14/2014,Kepler-59 b,651.52,,,1,1.1,,,0,Space,0,,,,
2729,Kepler-59,c,2,17.9801235,0.0003,-0.0003,0,,,,,,,,,,,,6074,,,0,0,1.04,,,0,0,5/14/2014,Kepler-59 c,435.41,,,1,1.98,,,0,Space,0,,,,
2730,Kepler-590,b,1,5.85296257,0.00000474,-0.00000474,0,,,,,986,262.25,-126.89,0,,,,6000,107.67,-147.47,0,0,1.1,0.09,-0.08,0,0,5/10/2016,Kepler-590 b,,,,,4.02,1.09,-0.5,0,Space,0,,,,
2731,Kepler-591,b,1,81.1694299,0.0003199,-0.0003199,0,,,,,793,108.33,-56.9,0,,,,5677,66.16,-71.43,0,0,0.97,0.04,-0.04,0,0,5/10/2016,Kepler-591 b,,,,,3.39,0.55,-0.25,0,Space,0,,,,
2732,Kepler-592,b,1,2.82019241,0.00000379,-0.00000379,0,,,,,1034,251.64,-102.8,0,,,,5913,83.3,-74.23,0,0,1.04,0.06,-0.07,0,0,5/10/2016,Kepler-592 b,,,,,2.39,0.58,-0.25,0,Space,0,,,,
2733,Kepler-593,b,1,21.21708973,0.00005927,-0.00005927,0,,,,,1016,240.48,-106.78,0,,,,5967,96.47,-113.06,0,0,1.08,0.08,-0.07,0,0,5/10/2016,Kepler-593 b,,,,,2.87,0.69,-0.29,0,Space,0,,,,
2734,Kepler-594,b,1,13.64618192,0.00003489,-0.00003489,0,,,,,742,70.43,-52.4,0,,,,5485,80.49,-94,0,0,0.91,0.04,-0.05,0,0,5/10/2016,Kepler-594 b,,,,,2.18,0.22,-0.15,0,Space,0,,,,
2735,Kepler-595,b,1,25.30292332,0.00003003,-0.00003003,0,,,,,639,45.22,-31.97,0,,,,5247,59.03,-79.67,0,0,0.87,0.04,-0.04,0,0,5/10/2016,Kepler-595 b,,,,,3.81,0.28,-0.17,0,Space,0,,,,
2736,Kepler-596,b,1,21.30022655,0.00004193,-0.00004193,0,,,,,1083,494.55,-155.88,0,,,,6267,109.7,-108.73,0,0,1.21,0.19,-0.1,0,0,5/10/2016,Kepler-596 b,,,,,3.46,1.63,-0.47,0,Space,0,,,,
2737,Kepler-597,b,1,13.02365861,0.00002728,-0.00002728,0,,,,,660,43.2,-35.03,0,,,,5683,69.29,-59.31,0,0,0.97,0.04,-0.04,0,0,5/10/2016,Kepler-597 b,,,,,2.37,0.33,-0.13,0,Space,0,,,,
2738,Kepler-598,b,1,3.70175428,0.00000971,-0.00000971,0,,,,,686,51.56,-38.84,0,,,,5307,87.96,-72.88,0,0,0.87,0.04,-0.04,0,0,5/10/2016,Kepler-598 b,,,,,1.5,0.12,-0.09,0,Space,0,,,,
2739,Kepler-599,b,1,15.65562652,0.00003161,-0.00003161,0,,,,,627,35.42,-32.17,0,,,,5127,78.75,-90.28,0,0,0.83,0.04,-0.04,0,0,5/10/2016,Kepler-599 b,,,,,2.84,0.15,-0.32,0,Space,0,,,,
2740,Kepler-6,b,1,3.2346996,0.0000004,-0.0000004,0,0.4,0.06,-0.04,0,,,,,,,,5647,44,-44,0,0,1.21,0.04,-0.04,0,0,10/15/2015,Kepler-6 b,212.31044,12.07754,-11.12405,0,14.617,0.202,-0.37,0,Space,0,,,,
2741,Kepler-60,b,3,7.1334,0.0001,-0.0001,0,4.62,1.4,-1.1,0,,,,,,,,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,4/7/2016,Kepler-60 b,4.19,0.56,-0.52,0,1.71,0.13,-0.13,0,Space,0,,,,
2742,Kepler-60,c,3,8.9187,0.0002,-0.0002,0,3.06,1.14,-0.86,0,,,,,,,,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,4/7/2016,Kepler-60 c,3.85,0.81,-0.81,0,1.9,0.15,-0.15,0,Space,0,,,,
2743,Kepler-60,d,3,11.8981,0.0002,-0.0002,0,2.91,1.03,-0.78,0,,,,,,,,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,4/7/2016,Kepler-60 d,4.16,0.84,-0.75,0,1.99,0.16,-0.16,0,Space,0,,,,
2744,Kepler-600,b,1,23.67517607,0.00005668,-0.00005668,0,,,,,624,48.41,-47.92,0,,,,5279,104.56,-92.37,0,0,0.84,0.05,-0.05,0,0,5/10/2016,Kepler-600 b,,,,,2.9,0.21,-0.39,0,Space,0,,,,
2745,Kepler-601,b,1,5.37886844,0.00000727,-0.00000727,0,,,,,429,12.44,-12.79,0,,,,5160,61.57,-46.75,0,0,0.85,0.03,-0.03,0,0,5/10/2016,Kepler-601 b,,,,,1.9,0.27,-0.18,0,Space,0,,,,
2746,Kepler-602,b,1,15.28469497,0.00006919,-0.00006919,0,,,,,971,309.28,-157.9,0,,,,6062,218.54,-238.63,0,0,1.08,0.14,-0.1,0,0,5/10/2016,Kepler-602 b,,,,,2.09,0.65,-0.32,0,Space,0,,,,
2747,Kepler-603,b,3,21.05358596,0.00008943,-0.00008943,0,,,,,967,217.66,-99.99,0,,,,5808,90.04,-142.55,0,0,1.01,0.06,-0.06,0,0,5/10/2016,Kepler-603 b,,,,,2.65,0.59,-0.26,0,Space,0,,,,
2748,Kepler-603,c,3,127.9075774,0.0004999,-0.0004999,0,,,,,967,217.66,-99.99,0,,,,5808,90.04,-142.55,0,0,1.01,0.06,-0.06,0,0,5/10/2016,Kepler-603 c,,,,,6.5,1.48,-0.62,0,Space,0,,,,
2749,Kepler-603,d,3,6.2171292,0.00004234,-0.00004234,0,,,,,967,217.66,-99.99,0,,,,5808,90.04,-142.55,0,0,1.01,0.06,-0.06,0,0,5/10/2016,Kepler-603 d,,,,,1.32,0.25,-0.13,0,Space,0,,,,
2750,Kepler-604,b,1,25.85501786,0.00009434,-0.00009434,0,,,,,981,186.35,-110.47,0,,,,5890,174.4,-159.73,0,0,1.02,0.08,-0.07,0,0,5/10/2016,Kepler-604 b,,,,,2.59,0.49,-0.27,0,Space,0,,,,
2751,Kepler-605,b,2,3.38353807,0.00000511,-0.00000511,0,,,,,570,63.27,-36.29,0,,,,5462,67.28,-73.73,0,0,0.91,0.04,-0.04,0,0,5/10/2016,Kepler-605 b,,,,,1.44,0.17,-0.09,0,Space,0,,,,
2752,Kepler-605,c,2,2.35895152,0.00000837,-0.00000837,0,,,,,570,63.27,-36.29,0,,,,5462,67.28,-73.73,0,0,0.91,0.04,-0.04,0,0,5/10/2016,Kepler-605 c,,,,,0.86,0.11,-0.06,0,Space,0,,,,
2753,Kepler-606,b,1,24.31575992,0.00007998,-0.00007998,0,,,,,1208,449.42,-196.86,0,,,,6161,194.78,-227.56,0,0,1.13,0.17,-0.1,0,0,5/10/2016,Kepler-606 b,,,,,3.31,1.27,-0.51,0,Space,0,,,,
2754,Kepler-607,b,1,0.6381632,0.00000168,-0.00000168,0,,,,,500,33.43,-30.29,0,,,,5196,94.48,-118.36,0,0,0.84,0.04,-0.04,0,0,5/10/2016,Kepler-607 b,,,,,0.87,0.06,-0.07,0,Space,0,,,,
2755,Kepler-608,b,1,6.41251504,0.00000542,-0.00000542,0,,,,,926,188.21,-111.78,0,,,,5820,226.58,-187.94,0,0,1,0.09,-0.07,0,0,5/10/2016,Kepler-608 b,,,,,3.64,0.72,-0.44,0,Space,0,,,,
2756,Kepler-609,b,1,6.52121067,0.00000864,-0.00000864,0,,,,,1143,346.08,-153.04,0,,,,5971,125.14,-171.1,0,0,1.09,0.09,-0.08,0,0,5/10/2016,Kepler-609 b,,,,,3.35,1.07,-0.44,0,Space,0,,,,
2757,Kepler-61,b,1,59.87756,0.0002,-0.0002,0,,,,,,,,,,,,4017,68,-150,0,0,0.64,0.04,-0.04,0,0,5/14/2014,Kepler-61 b,,,,,2.15,0.13,-0.13,0,Space,0,,,,
2758,Kepler-610,b,2,6.99692655,0.00000559,-0.00000559,0,,,,,1113,302.95,-122.19,0,,,,5943,91.96,-127.26,0,0,1.1,0.09,-0.07,0,0,5/10/2016,Kepler-610 b,,,,,4.19,1.16,-0.45,0,Space,0,,,,
2759,Kepler-610,c,2,151.86392,0.001118,-0.001118,0,,,,,1113,302.95,-122.19,0,,,,5943,91.96,-127.26,0,0,1.1,0.09,-0.07,0,0,5/10/2016,Kepler-610 c,,,,,3.3,0.84,-0.37,0,Space,0,,,,
2760,Kepler-611,b,1,2.4370333,0.00000503,-0.00000503,0,,,,,906,215.68,-80.72,0,,,,5761,64.93,-69.42,0,0,1.01,0.05,-0.05,0,0,5/10/2016,Kepler-611 b,,,,,1.65,0.51,-0.15,0,Space,0,,,,
2761,Kepler-612,b,1,3.72215641,0.00000376,-0.00000376,0,,,,,932,168.23,-78.85,0,,,,5693,92.7,-129.13,0,0,0.98,0.05,-0.05,0,0,5/10/2016,Kepler-612 b,,,,,2.84,0.66,-0.27,0,Space,0,,,,
2762,Kepler-613,b,1,15.77979614,0.00004258,-0.00004258,0,,,,,864,150.34,-69.42,0,,,,5723,68.68,-67.42,0,0,0.98,0.05,-0.05,0,0,5/10/2016,Kepler-613 b,,,,,2.29,0.4,-0.17,0,Space,0,,,,
2763,Kepler-614,b,1,14.03491514,0.00002597,-0.00002597,0,,,,,571,51.74,-39.17,0,,,,5268,186.36,-125.95,0,0,0.85,0.05,-0.05,0,0,5/10/2016,Kepler-614 b,,,,,2.39,0.2,-0.17,0,Space,0,,,,
2764,Kepler-615,b,1,10.35584657,0.00001854,-0.00001854,0,,,,,330,14.56,-19.99,0,,,,4655,41.24,-43.29,0,0,0.73,0.04,-0.04,0,0,5/10/2016,Kepler-615 b,,,,,1.74,0.09,-0.1,0,Space,0,,,,
2765,Kepler-616,b,2,9.99761851,0.00002138,-0.00002138,0,,,,,1019,139.79,-87.23,0,,,,5753,133.18,-101.52,0,0,0.98,0.06,-0.05,0,0,5/10/2016,Kepler-616 b,,,,,2.43,0.33,-0.2,0,Space,0,,,,
2766,Kepler-616,c,2,90.4113556,0.0004522,-0.0004522,0,,,,,1019,139.79,-87.23,0,,,,5753,133.18,-101.52,0,0,0.98,0.06,-0.05,0,0,5/10/2016,Kepler-616 c,,,,,3.41,0.57,-0.3,0,Space,0,,,,
2767,Kepler-617,b,1,1.68269615,0.00000111,-0.00000111,0,,,,,150,10.36,-10.31,0,,,,3712,33.92,-33.35,0,0,0.51,0.02,-0.03,0,0,5/10/2016,Kepler-617 b,,,,,1.32,0.07,-0.07,0,Space,0,,,,
2768,Kepler-618,b,1,3.59576964,0.00000882,-0.00000882,0,,,,,1115,333.34,-118.31,0,,,,5860,67.09,-79.66,0,0,1.05,0.07,-0.05,0,0,5/10/2016,Kepler-618 b,,,,,2.6,0.78,-0.41,0,Space,0,,,,
2769,Kepler-619,b,2,5.4042722,0.00000555,-0.00000555,0,,,,,1111,223.44,-113.12,0,,,,5980,106.44,-113.14,0,0,1.09,0.07,-0.06,0,0,5/10/2016,Kepler-619 b,,,,,3.16,0.65,-0.31,0,Space,0,,,,
2770,Kepler-619,c,2,1.20846503,0.00000167,-0.00000167,0,,,,,1111,223.44,-113.12,0,,,,5980,106.44,-113.14,0,0,1.09,0.07,-0.06,0,0,5/10/2016,Kepler-619 c,,,,,1.69,0.39,-0.17,0,Space,0,,,,
2771,Kepler-62,b,5,5.714932,0.000009,-0.000009,0,,,,,368,,,0,,,,4925,70,-70,0,0,0.69,0.02,-0.02,0,0,5/14/2014,Kepler-62 b,9,,,1,1.31,0.04,-0.04,0,Space,0,,,,
2772,Kepler-62,c,5,12.4417,0.0001,-0.0001,0,,,,,368,,,0,,,,4925,70,-70,0,0,0.69,0.02,-0.02,0,0,5/14/2014,Kepler-62 c,4,,,1,0.54,0.03,-0.03,0,Space,0,,,,
2773,Kepler-62,d,5,18.16406,0.00002,-0.00002,0,,,,,368,,,0,,,,4925,70,-70,0,0,0.69,0.02,-0.02,0,0,5/14/2014,Kepler-62 d,14,,,1,1.95,0.07,-0.07,0,Space,0,,,,
2774,Kepler-62,e,5,122.3874,0.0008,-0.0008,0,,,,,368,,,0,,,,4925,70,-70,0,0,0.69,0.02,-0.02,0,0,5/14/2014,Kepler-62 e,36,,,1,1.61,0.05,-0.05,0,Space,0,,,,
2775,Kepler-62,f,5,267.291,0.005,-0.005,0,,,,,368,,,0,,,,4925,70,-70,0,0,0.69,0.02,-0.02,0,0,5/14/2014,Kepler-62 f,35,,,1,1.41,0.07,-0.07,0,Space,0,,,,
2776,Kepler-620,b,1,12.91375431,0.00004951,-0.00004951,0,,,,,1241,458.38,-167.77,0,,,,6155,120.88,-147.72,0,0,1.15,0.15,-0.08,0,0,5/10/2016,Kepler-620 b,,,,,3.32,1.22,-0.7,0,Space,0,,,,
2777,Kepler-621,b,1,2.62811375,0.00000177,-0.00000177,0,,,,,389,14.24,-15.58,0,,,,4521,73.87,-51.47,0,0,0.72,0.02,-0.03,0,0,5/10/2016,Kepler-621 b,,,,,2.3,0.07,-0.19,0,Space,0,,,,
2778,Kepler-622,b,1,14.28226676,0.00002663,-0.00002663,0,,,,,259,12.8,-11.36,0,,,,4201,46.67,-36.96,0,0,0.64,0.03,-0.03,0,0,5/10/2016,Kepler-622 b,,,,,2.13,0.28,-0.16,0,Space,0,,,,
2779,Kepler-623,b,1,9.07097734,0.00001283,-0.00001283,0,,,,,811,95.06,-56.31,0,,,,5443,103.28,-85.59,0,0,0.9,0.04,-0.05,0,0,5/10/2016,Kepler-623 b,,,,,3.01,0.34,-0.21,0,Space,0,,,,
2780,Kepler-624,b,1,14.58649607,0.00002876,-0.00002876,0,,,,,731,105.32,-72.38,0,,,,6117,70.67,-63.28,0,0,1.1,0.05,-0.06,0,0,5/10/2016,Kepler-624 b,,,,,2.31,0.33,-0.24,0,Space,0,,,,
2781,Kepler-625,b,2,7.75192492,0.00001063,-0.00001063,0,,,,,502,15.91,-13.2,0,,,,5789,46.81,-43.94,0,0,1.04,0.02,-0.02,0,0,5/10/2016,Kepler-625 b,,,,,1.99,0.06,-0.05,0,Space,0,,,,
2782,Kepler-625,c,2,4.1653651,0.00001304,-0.00001304,0,,,,,502,15.91,-13.2,0,,,,5789,46.81,-43.94,0,0,1.04,0.02,-0.02,0,0,5/10/2016,Kepler-625 c,,,,,1.05,0.05,-0.03,0,Space,0,,,,
2783,Kepler-626,b,1,14.48585199,0.00002363,-0.00002363,0,,,,,690,82.19,-60.71,0,,,,5813,93.83,-94.62,0,0,1.01,0.05,-0.04,0,0,5/10/2016,Kepler-626 b,,,,,2.29,0.28,-0.2,0,Space,0,,,,
2784,Kepler-627,b,1,40.6994443,0.0001783,-0.0001783,0,,,,,1143,482.07,-215.07,0,,,,6424,160.13,-213.39,0,0,1.3,0.21,-0.14,0,0,5/10/2016,Kepler-627 b,,,,,3.73,1.6,-0.82,0,Space,0,,,,
2785,Kepler-628,b,1,15.4580567,0.00000295,-0.00000295,0,,,,,579,112.05,-97.69,0,,,,5721,47.04,-51.36,0,0,1,0.05,-0.04,0,0,5/10/2016,Kepler-628 b,,,,,8.4,1.63,-1.41,0,Space,0,,,,
2786,Kepler-629,b,1,7.2385854,0.0000118,-0.0000118,0,,,,,383,10.81,-11.12,0,,,,5444,71.98,-60.2,0,0,0.93,0.03,-0.03,0,0,5/10/2016,Kepler-629 b,,,,,1.38,0.06,-0.04,0,Space,0,,,,
2787,Kepler-63,b,1,9.4341505,0.000001,-0.000001,0,3,,,1,200,15,-15,0,,,,5576,50,-50,0,0,0.98,0.04,-0.04,0,0,5/14/2014,Kepler-63 b,120,,,1,6.11,0.2,-0.2,0,Space,0,,,,
2788,Kepler-630,b,1,161.4743937,0.0009011,-0.0009011,0,,,,,657,70.56,-50.36,0,,,,5829,97.42,-98.87,0,0,1.02,0.04,-0.04,0,0,5/10/2016,Kepler-630 b,,,,,3.18,0.34,-0.34,0,Space,0,,,,
2789,Kepler-631,b,1,17.97979059,0.0000377,-0.0000377,0,,,,,843,92.69,-67,0,,,,6185,85.62,-75.47,0,0,1.24,0.05,-0.05,0,0,5/10/2016,Kepler-631 b,,,,,2.9,0.32,-0.23,0,Space,0,,,,
2790,Kepler-632,b,1,30.99660733,0.00004756,-0.00004756,0,,,,,349,11.56,-10.8,0,,,,5322,89.61,-82.67,0,0,0.91,0.03,-0.03,0,0,5/10/2016,Kepler-632 b,,,,,2.21,0.33,-0.08,0,Space,0,,,,
2791,Kepler-633,b,1,8.50340718,0.0000268,-0.0000268,0,,,,,634,118.05,-79.3,0,,,,5899,86.22,-91.57,0,0,1.02,0.06,-0.06,0,0,5/10/2016,Kepler-633 b,,,,,1.63,0.31,-0.21,0,Space,0,,,,
2792,Kepler-634,b,1,5.16950177,0.00001029,-0.00001029,0,,,,,757,118.16,-99.05,0,,,,6075,86.22,-77.53,0,0,1.03,0.09,-0.07,0,0,5/10/2016,Kepler-634 b,,,,,1.89,0.3,-0.25,0,Space,0,,,,
2793,Kepler-635,b,1,23.44971004,0.00007672,-0.00007672,0,,,,,826,105.98,-84.63,0,,,,6174,70.4,-82.75,0,0,1.33,0.06,-0.05,0,0,5/10/2016,Kepler-635 b,,,,,2.64,0.36,-0.27,0,Space,0,,,,
2794,Kepler-636,b,1,16.08066115,0.0000056,-0.0000056,0,,,,,341,11.33,-11.38,0,,,,5203,56.47,-72.86,0,0,0.85,0.03,-0.04,0,0,5/10/2016,Kepler-636 b,,,,,4.45,0.14,-0.13,0,Space,0,,,,
2795,Kepler-637,b,1,23.20584623,0.00005368,-0.00005368,0,,,,,1575,164.18,-186.92,0,,,,6096,46.96,-44.44,0,0,1.64,0.07,-0.1,0,0,5/10/2016,Kepler-637 b,,,,,4.75,0.51,-0.56,0,Space,0,,,,
2796,Kepler-638,b,1,6.07972888,0.00001513,-0.00001513,0,,,,,426,137.23,-41.61,0,,,,5382,50.1,-59.39,0,0,0.88,0.04,-0.04,0,0,5/10/2016,Kepler-638 b,,,,,1.83,0.56,-0.31,0,Space,0,,,,
2797,Kepler-639,b,1,10.21420496,0.00002131,-0.00002131,0,,,,,680,136.07,-94.49,0,,,,5896,76.96,-59.62,0,0,1.14,0.09,-0.06,0,0,5/10/2016,Kepler-639 b,,,,,2.38,0.55,-0.34,0,Space,0,,,,
2798,Kepler-640,b,1,22.24813967,0.00003515,-0.00003515,0,,,,,538,19.13,-16.46,0,,,,5653,72.44,-62.83,0,0,1.01,0.03,-0.03,0,0,5/10/2016,Kepler-640 b,,,,,2.56,0.08,-0.22,0,Space,0,,,,
2799,Kepler-641,b,1,9.48961571,0.00002398,-0.00002398,0,,,,,673,115.44,-84.25,0,,,,5713,81.57,-83.52,0,0,1.02,0.05,-0.04,0,0,5/10/2016,Kepler-641 b,,,,,1.85,0.31,-0.25,0,Space,0,,,,
2800,Kepler-642,b,1,4.41745855,0.0000066,-0.0000066,0,,,,,1022,448.37,-200.31,0,,,,6570,133.26,-201.09,0,0,1.4,0.23,-0.16,0,0,5/10/2016,Kepler-642 b,,,,,2.9,1.3,-0.56,0,Space,0,,,,
2801,Kepler-643,b,1,16.33889626,0.00001826,-0.00001826,0,,,,,1029,35.87,-26.94,0,,,,4908,45.26,-47.77,0,0,1,0.07,-0.04,0,0,5/10/2016,Kepler-643 b,,,,,10.16,0.35,-0.27,0,Space,0,,,,
2802,Kepler-644,b,1,3.1739171,0.00000423,-0.00000423,0,,,,,1413,515.33,-275.94,0,,,,6747,156.03,-238.58,0,0,1.49,0.22,-0.17,0,0,5/10/2016,Kepler-644 b,,,,,3.15,1.16,-0.61,0,Space,0,,,,
2803,Kepler-645,b,1,3.27582262,0.00000477,-0.00000477,0,,,,,901,268.27,-129.4,0,,,,6170,144.24,-162.1,0,0,1.13,0.14,-0.09,0,0,5/10/2016,Kepler-645 b,,,,,2.1,0.63,-0.28,0,Space,0,,,,
